prompt,graph_id,n_nodes,n_edges,density,mean_in_degree,std_in_degree,max_in_degree,mean_out_degree,std_out_degree,max_out_degree,degree_assortativity,avg_clustering,transitivity,n_simple_cycles_sampled,cycle_density,avg_shortest_path,diameter,n_weakly_connected_components,largest_wcc_fraction,modularity,n_communities,spectral_gap,algebraic_connectivity,spectral_radius,n_layers,cross_layer_edge_ratio,backward_edge_ratio,layer_entropy,dag_depth,tree_likeness,mean_activation,std_activation,mean_edge_weight,std_edge_weight,weight_entropy,interpretability_label
[synthetic-clean-tree],graph_0054,137,136,0.0072992700729927005,0.9927007299270073,1.4723552330654561,4,0.9927007299270073,0.08512338532620875,1,0.0,0.0,0.0,0,0.0,6.173035637612709,8,1,1.0,0.8226381314308043,10,0.0,0.0,0.0,5,0.0,1.0,0.9300940399349915,3.482366426539657,1.0,0.14502065650335677,0.10908919974270027,0.6500671976107926,0.20167229739997092,4.862461862004874,1.0
[synthetic-clean-tree],graph_0055,136,135,0.007352941176470588,0.9926470588235294,1.4677730406850844,4,0.9926470588235294,0.08543345616634007,1,0.0,0.0,0.0,0,0.0,6.2935729847494555,8,1,1.0,0.8142615357538382,11,0.0,0.0,0.0,5,0.0,1.0,0.9420114878597035,3.5557427102331767,1.0,0.14973307761539906,0.11197026468158257,0.6449479731760474,0.21933651468175963,4.845974658319492,1.0
[synthetic-clean-tree],graph_0056,120,119,0.008333333333333333,0.9916666666666667,1.4747645763156758,4,0.9916666666666667,0.09090593428863096,1,0.0,0.0,0.0,0,0.0,6.079831932773109,8,1,1.0,0.8174072891085522,10,0.0,0.0,0.0,5,0.0,1.0,0.932320207131565,3.5213349872669664,1.0,0.14200787756408512,0.10272848574789202,0.6659334198656067,0.20443694882104047,4.7294224959803115,1.0
[synthetic-clean-tree],graph_0057,85,84,0.011764705882352941,0.9882352941176471,1.4752397025333865,4,0.9882352941176471,0.1078253104695492,1,0.0,0.0,0.0,0,0.0,5.5893557422969185,8,1,1.0,0.7648283497796755,9,0.0,0.0,0.0,5,0.0,1.0,0.9304734436700818,3.874356162740562,1.0,0.159007873164015,0.14271270771797023,0.6086646322079625,0.20282622485936033,4.37488906979001,1.0
[synthetic-clean-tree],graph_0058,174,173,0.005747126436781609,0.9942528735632183,1.4990308226715447,4,0.9942528735632183,0.07559164619520635,1,0.0,0.0,0.0,0,0.0,6.38728323699422,8,1,1.0,0.8502608320812758,12,0.0,0.0,0.0,5,0.0,1.0,0.9122577489336485,3.332705552758581,1.0,0.14142020336476147,0.10794901847108268,0.6499973160471851,0.22128397777461425,5.092641782510551,1.0
[synthetic-clean-tree],graph_0059,111,110,0.009009009009009009,0.990990990990991,1.4856399445908426,4,0.990990990990991,0.0944872836189326,1,0.0,0.0,0.0,0,0.0,6.038984438984439,8,1,1.0,0.8170769379690754,10,0.0,0.0,0.0,5,0.0,1.0,0.9356195547019144,3.1590182908856943,1.0,0.15794027723840343,0.12957069705179147,0.6561855162661544,0.19862432249964887,4.652571306812493,1.0
[synthetic-clean-tree],graph_0060,179,178,0.00558659217877095,0.994413407821229,1.5372368983367333,4,0.994413407821229,0.07453443611243761,1,0.0,0.0,0.0,0,0.0,6.403238968049714,8,1,1.0,0.8475574594712197,11,0.0,0.0,0.0,5,0.0,1.0,0.8780233510355793,3.539809737496563,1.0,0.14427361207330544,0.10893777847992986,0.6347130459380467,0.19572694193213788,5.132472492859328,1.0
[synthetic-clean-tree],graph_0061,131,130,0.007633587786259542,0.9923664122137404,1.4435758358972224,4,0.9923664122137404,0.0870362919923006,1,0.0,0.0,0.0,0,0.0,6.259541984732825,8,1,1.0,0.8236136559201246,10,0.0,0.0,0.0,5,0.0,1.0,0.961857841841067,3.513410361163183,1.0,0.14925779145579768,0.11635575297076951,0.6773333724437663,0.2003034888901734,4.822016873040756,1.0
[synthetic-clean-tree],graph_0062,140,139,0.007142857142857143,0.9928571428571429,1.5282876906218024,4,0.9928571428571429,0.08421304373251141,1,0.0,0.0,0.0,0,0.0,6.189003083247687,8,1,1.0,0.8351535207040115,10,0.0,0.0,0.0,5,0.0,1.0,0.8949635962041491,3.6333777268110827,1.0,0.13649837961205002,0.10918574889965166,0.6458581420869051,0.19240304924589402,4.888270855252161,1.0
[synthetic-clean-tree],graph_0063,183,182,0.00546448087431694,0.994535519125683,1.483966283915676,4,0.994535519125683,0.07371987739471061,1,0.0,0.0,0.0,0,0.0,6.321863928421306,8,1,1.0,0.8548263966788164,12,0.0,0.0,0.0,5,0.0,1.0,0.9105151604083062,3.401244458841133,1.0,0.14784940451516798,0.11608693209880697,0.6214700120255162,0.20226986734208605,5.14997600400414,1.0
[synthetic-clean-tree],graph_0064,146,145,0.00684931506849315,0.9931506849315068,1.5237686488119744,4,0.9931506849315068,0.08247667519720751,1,0.0,0.0,0.0,0,0.0,6.165800661313179,8,1,1.0,0.8339312125768709,10,0.0,0.0,0.0,5,0.0,1.0,0.8894815850141913,3.4478024189026666,1.0,0.14054788596951487,0.09666537236249453,0.6658616245317049,0.20823397579102013,4.925562967880718,1.0
