prompt,label,type,layer_homophily,exact_layer_homophily,avg_layer_distance,type_homophily,n_communities,modularity,inter_community_edge_ratio,largest_community_frac
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2896551724137931,13,0.8430147830160023,0.08275862068965517,0.11643835616438356
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30158730158730157,11,0.785755032142658,0.15873015873015872,0.1875
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3135593220338983,13,0.8161028243326917,0.1016949152542373,0.14285714285714285
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.32608695652173914,10,0.81791452351185,0.09782608695652174,0.13978494623655913
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3218390804597701,9,0.7978061476576384,0.09195402298850575,0.17045454545454544
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30303030303030304,12,0.8418568606480611,0.08333333333333333,0.12781954887218044
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29850746268656714,12,0.8239793930252469,0.08208955223880597,0.14814814814814814
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3220338983050847,8,0.7724382123795656,0.11864406779661017,0.18333333333333332
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3105590062111801,13,0.8527437770450255,0.07453416149068323,0.1419753086419753
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2967032967032967,15,0.8561629607846809,0.07692307692307693,0.11475409836065574
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2972972972972973,9,0.7968167620589316,0.10810810810810811,0.17333333333333334
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2897196261682243,12,0.8135635432798706,0.102803738317757,0.16666666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28888888888888886,10,0.8028665651062405,0.1,0.16483516483516483
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2937062937062937,13,0.8480790280229779,0.08391608391608392,0.11805555555555555
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30256410256410254,14,0.8588564711356766,0.06666666666666667,0.10714285714285714
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2850467289719626,14,0.8627939978900919,0.06074766355140187,0.14883720930232558
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30935251798561153,11,0.8410644956230114,0.07194244604316546,0.15
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28888888888888886,11,0.8429793393299658,0.07407407407407407,0.125
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29411764705882354,12,0.829774483265033,0.09243697478991597,0.14166666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29896907216494845,15,0.8680761214791032,0.07216494845360824,0.11282051282051282
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2905405405405405,13,0.842877395202171,0.08108108108108109,0.15436241610738255
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29797979797979796,18,0.8581965752331571,0.08585858585858586,0.11557788944723618
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3106796116504854,11,0.8196366085559087,0.0970873786407767,0.14423076923076922
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29770992366412213,11,0.8273186651660734,0.07633587786259542,0.1590909090909091
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2907801418439716,12,0.8436287808719116,0.07801418439716312,0.11971830985915492
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29347826086956524,11,0.8032080621693727,0.10869565217391304,0.16129032258064516
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3026315789473684,11,0.7876184134033106,0.13157894736842105,0.14285714285714285
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28888888888888886,10,0.7981015934486451,0.1,0.17582417582417584
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3047619047619048,12,0.817823388093514,0.10476190476190476,0.14150943396226415
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2891566265060241,12,0.8639606359833873,0.06626506024096386,0.11377245508982035
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29444444444444445,17,0.8652569170496979,0.08888888888888889,0.11049723756906077
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30357142857142855,9,0.8153442305612385,0.07142857142857142,0.1504424778761062
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29523809523809524,10,0.805240940615704,0.08571428571428572,0.1792452830188679
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.31,13,0.8164674349645281,0.12,0.12871287128712872
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2982456140350877,13,0.839062222057207,0.10526315789473684,0.13043478260869565
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3088235294117647,13,0.825829248210035,0.08823529411764706,0.12408759124087591
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3037037037037037,12,0.8284422833120416,0.08148148148148149,0.125
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3025210084033613,13,0.8294674259680936,0.10084033613445378,0.125
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2976190476190476,10,0.7818011409805637,0.10714285714285714,0.16470588235294117
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30057803468208094,15,0.8687212076465431,0.08092485549132948,0.09770114942528736
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,11,0.8241646840333341,0.09090909090909091,0.14414414414414414
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28651685393258425,13,0.8604125841301865,0.06741573033707865,0.10614525139664804
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3076923076923077,11,0.8262836106916973,0.07692307692307693,0.16793893129770993
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28776978417266186,12,0.8345159935563286,0.07913669064748201,0.12142857142857143
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3076923076923077,13,0.8598863764884461,0.06593406593406594,0.12021857923497267
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2896551724137931,12,0.8417207861737953,0.07586206896551724,0.13013698630136986
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2727272727272727,8,0.7690283516496785,0.12727272727272726,0.19642857142857142
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2857142857142857,12,0.8332949147050626,0.08270676691729323,0.1417910447761194
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3020833333333333,12,0.8042050235118656,0.11458333333333333,0.14432989690721648
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3088235294117647,8,0.7644413165292623,0.10294117647058823,0.2028985507246377
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30128205128205127,12,0.8530214162451241,0.07051282051282051,0.12738853503184713
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.32941176470588235,11,0.8011303468392718,0.11764705882352941,0.1511627906976744
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3103448275862069,8,0.78800683256966,0.08045977011494253,0.18181818181818182
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3018867924528302,13,0.810420311662333,0.11320754716981132,0.1308411214953271
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.27941176470588236,11,0.8480302250723866,0.07352941176470588,0.1386861313868613
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29,10,0.8021412971750792,0.09,0.16831683168316833
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3026315789473684,18,0.8348662218495354,0.1118421052631579,0.11764705882352941
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29411764705882354,14,0.8349441242104089,0.09558823529411764,0.13138686131386862
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3049645390070922,11,0.848073833002185,0.07092198581560284,0.13380281690140844
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3069306930693069,10,0.8260274749795135,0.0891089108910891,0.14705882352941177
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29545454545454547,10,0.7957169860268404,0.10227272727272728,0.1797752808988764
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2926829268292683,12,0.7990975226929335,0.13414634146341464,0.13253012048192772
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28431372549019607,12,0.818116703014316,0.10784313725490197,0.1553398058252427
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28440366972477066,10,0.8081687197261535,0.08256880733944955,0.16363636363636364
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2727272727272727,11,0.7977206190070886,0.11363636363636363,0.19101123595505617
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.31496062992125984,13,0.8353002117261515,0.09448818897637795,0.125
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2976190476190476,14,0.8522309151055997,0.07738095238095238,0.15384615384615385
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.296875,13,0.8484559976173872,0.09375,0.12403100775193798
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,13,0.8464794864715127,0.08571428571428572,0.11347517730496454
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2857142857142857,12,0.837597549996665,0.07857142857142857,0.1347517730496454
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29878048780487804,14,0.84978620826406,0.07926829268292683,0.12727272727272726
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30833333333333335,11,0.8361619216187428,0.08333333333333333,0.1322314049586777
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3225806451612903,8,0.7281406267270505,0.11290322580645161,0.19047619047619047
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2894736842105263,14,0.8684658019531449,0.06842105263157895,0.12041884816753927
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2872340425531915,10,0.790002871064076,0.09574468085106383,0.16842105263157894
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2981366459627329,13,0.8482610207046614,0.07453416149068323,0.12345679012345678
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3103448275862069,9,0.8030574409131472,0.09195402298850575,0.18181818181818182
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28421052631578947,13,0.8086985527241523,0.12631578947368421,0.13541666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2918918918918919,14,0.8672001627369751,0.07027027027027027,0.11290322580645161
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.31386861313868614,12,0.841417943052241,0.08029197080291971,0.13768115942028986
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30864197530864196,9,0.7847287930167889,0.09876543209876543,0.18292682926829268
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3081761006289308,12,0.8576586262155244,0.06918238993710692,0.1125
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29411764705882354,9,0.7822373265976785,0.09411764705882353,0.1744186046511628
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2914798206278027,14,0.8806136201447935,0.05829596412556054,0.08482142857142858
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30303030303030304,10,0.767230527994186,0.13636363636363635,0.14925373134328357
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2916666666666667,14,0.8674599462175453,0.06770833333333333,0.09844559585492228
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2894736842105263,13,0.8422764932003854,0.07894736842105263,0.13725490196078433
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3076923076923077,13,0.856880332102496,0.06593406593406594,0.11475409836065574
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28104575163398693,14,0.8408410963028496,0.08496732026143791,0.12987012987012986
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2937853107344633,15,0.8633330848530477,0.07909604519774012,0.10112359550561797
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28125,12,0.7987870070813663,0.11458333333333333,0.17525773195876287
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2909090909090909,9,0.7638953108534967,0.14545454545454545,0.17857142857142858
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3220338983050847,10,0.8022668748759024,0.07627118644067797,0.13445378151260504
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2876712328767123,13,0.7832026749756855,0.1643835616438356,0.14864864864864866
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2972972972972973,11,0.8114543476481656,0.09009009009009009,0.15178571428571427
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2967032967032967,16,0.8620847147587871,0.08241758241758242,0.1092896174863388
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.288135593220339,10,0.740872316273782,0.15254237288135594,0.16666666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3005464480874317,14,0.8707597167201999,0.07103825136612021,0.10326086956521739
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2976190476190476,13,0.8556520070705119,0.07142857142857142,0.10650887573964497
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2786885245901639,9,0.7786143601546418,0.13114754098360656,0.1935483870967742
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,11,0.841396199523696,0.06666666666666667,0.152317880794702
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3058823529411765,10,0.799957935199385,0.10588235294117647,0.18604651162790697
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29411764705882354,13,0.8203021115407878,0.10084033613445378,0.14166666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3116883116883117,10,0.7921179994935785,0.11688311688311688,0.1794871794871795
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,14,0.8365121169319393,0.1,0.16793893129770993
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3258426966292135,10,0.7968900688558207,0.10112359550561797,0.17777777777777778
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3020833333333333,10,0.801594198280035,0.09375,0.18556701030927836
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.31521739130434784,12,0.8645650510596798,0.059782608695652176,0.11351351351351352
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29608938547486036,14,0.8642917885594656,0.07262569832402235,0.1388888888888889
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29069767441860467,11,0.8061424034373702,0.11627906976744186,0.20689655172413793
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3118279569892473,11,0.8081841989965555,0.10752688172043011,0.19148936170212766
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30666666666666664,14,0.7775602703671521,0.17333333333333334,0.13157894736842105
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3108108108108108,13,0.851187459560007,0.08108108108108109,0.12080536912751678
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.30434782608695654,12,0.8190475030746786,0.11956521739130435,0.12903225806451613
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3167701863354037,16,0.8608668078756704,0.09316770186335403,0.10493827160493827
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,10,0.8201191565521239,0.08181818181818182,0.14414414414414414
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2972972972972973,14,0.8341449199715202,0.08783783783783784,0.14093959731543623
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29411764705882354,12,0.8532690766083609,0.0718954248366013,0.11688311688311688
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2926829268292683,11,0.8306278893623698,0.08130081300813008,0.1532258064516129
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2786885245901639,12,0.818468460558639,0.09016393442622951,0.13821138211382114
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.304,14,0.8202973743253418,0.104,0.15079365079365079
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3,11,0.8471119882091798,0.07142857142857142,0.12056737588652482
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2982456140350877,14,0.8581946052156839,0.07602339181286549,0.11627906976744186
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2923076923076923,10,0.7631698491133131,0.13846153846153847,0.16666666666666666
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3067484662576687,14,0.8559181163085897,0.07975460122699386,0.10975609756097561
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.26865671641791045,11,0.7750921494389157,0.14925373134328357,0.16176470588235295
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.28888888888888886,14,0.7861219241371816,0.14444444444444443,0.14285714285714285
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.2857142857142857,10,0.7926113314551436,0.11688311688311688,0.15384615384615385
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.29878048780487804,13,0.8531291740420502,0.07317073170731707,0.10303030303030303
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.296969696969697,14,0.8614734927221684,0.07878787878787878,0.1144578313253012
[synthetic-clean-tree],1.0,clean_tree,1.0,0.0,1.0,0.3225806451612903,13,0.8468956806843215,0.07741935483870968,0.11538461538461539
[synthetic-tangled],0.0,tangled,0.43005181347150256,0.13212435233160622,1.9740932642487046,1.0,5,0.23415678994352293,0.6207865168539326,0.3
[synthetic-tangled],0.0,tangled,0.4473684210526316,0.1736842105263158,1.9078947368421053,1.0,5,0.21799481752243943,0.65625,0.26
[synthetic-tangled],0.0,tangled,0.4629156010230179,0.2020460358056266,1.9872122762148337,1.0,6,0.22185650803054333,0.6340782122905028,0.26
[synthetic-tangled],0.0,tangled,0.4131054131054131,0.1282051282051282,2.096866096866097,1.0,5,0.22816521293602038,0.6450617283950617,0.28
[synthetic-tangled],0.0,tangled,0.4880636604774536,0.18037135278514588,1.9257294429708223,1.0,6,0.22102372671593679,0.6666666666666666,0.22
[synthetic-tangled],0.0,tangled,0.4626038781163435,0.15789473684210525,1.8781163434903048,1.0,5,0.23704904179846853,0.6458333333333334,0.26
[synthetic-tangled],0.0,tangled,0.4509283819628647,0.15915119363395225,1.9469496021220158,1.0,6,0.2107577637897229,0.6637931034482759,0.28
[synthetic-tangled],0.0,tangled,0.40966921119592875,0.17302798982188294,2.015267175572519,1.0,6,0.20335496401242495,0.6775067750677507,0.26
[synthetic-tangled],0.0,tangled,0.5148247978436657,0.15633423180592992,1.8167115902964959,1.0,5,0.20482059578749717,0.6580459770114943,0.24
[synthetic-tangled],0.0,tangled,0.45217391304347826,0.16231884057971013,1.863768115942029,1.0,6,0.23090083396790512,0.675,0.24
[synthetic-tangled],0.0,tangled,0.43089430894308944,0.19241192411924118,1.97289972899729,1.0,6,0.23423292193056022,0.6979472140762464,0.24
[synthetic-tangled],0.0,tangled,0.3856749311294766,0.15151515151515152,2.15702479338843,1.0,6,0.21979494760719068,0.6705539358600583,0.22
[synthetic-tangled],0.0,tangled,0.40575916230366493,0.1649214659685864,2.183246073298429,1.0,6,0.22519501639463807,0.6752873563218391,0.24
[synthetic-tangled],0.0,tangled,0.48138297872340424,0.15159574468085107,1.8404255319148937,1.0,4,0.22255979986814797,0.5902578796561605,0.32
[synthetic-tangled],0.0,tangled,0.46949602122015915,0.15915119363395225,1.8116710875331565,1.0,6,0.223751918340647,0.6876790830945558,0.22
[synthetic-tangled],0.0,tangled,0.44668587896253603,0.22478386167146974,1.8530259365994237,1.0,6,0.23971874306579455,0.6441717791411042,0.24
[synthetic-tangled],0.0,tangled,0.4380165289256198,0.14325068870523416,1.9669421487603307,1.0,5,0.23160384912944348,0.6297376093294461,0.3
[synthetic-tangled],0.0,tangled,0.42265193370165743,0.15193370165745856,1.9751381215469612,1.0,4,0.23295278989881524,0.5739130434782609,0.34
[synthetic-tangled],0.0,tangled,0.46649484536082475,0.15206185567010308,1.8144329896907216,1.0,4,0.2274307116490771,0.5949720670391061,0.3
[synthetic-tangled],0.0,tangled,0.4473684210526316,0.14912280701754385,1.956140350877193,1.0,6,0.2098048650026494,0.6901840490797546,0.2
[synthetic-tangled],0.0,tangled,0.4306784660766962,0.15339233038348082,2.0353982300884956,1.0,6,0.21418436331925853,0.7006369426751592,0.2
[synthetic-tangled],0.0,tangled,0.43271767810026385,0.14511873350923482,1.9762532981530343,1.0,6,0.23272854295662765,0.6666666666666666,0.24
[synthetic-tangled],0.0,tangled,0.44575471698113206,0.17452830188679244,1.8679245283018868,1.0,5,0.19606350297136202,0.6825396825396826,0.28
[synthetic-tangled],0.0,tangled,0.43820224719101125,0.1601123595505618,1.946629213483146,1.0,4,0.2247468532843788,0.6036036036036037,0.3
[synthetic-tangled],0.0,tangled,0.4637305699481865,0.22020725388601037,1.8756476683937824,1.0,5,0.21235317990322705,0.6314285714285715,0.34
[synthetic-tangled],0.0,tangled,0.4366576819407008,0.16442048517520216,1.9703504043126685,1.0,6,0.20566620174992026,0.6559766763848397,0.3
[synthetic-tangled],0.0,tangled,0.4509283819628647,0.18037135278514588,1.9283819628647214,1.0,5,0.20823973112822694,0.6704545454545454,0.24
[synthetic-tangled],0.0,tangled,0.4906166219839142,0.14745308310991956,1.7238605898123325,1.0,5,0.24230754325761036,0.6396396396396397,0.24
[synthetic-tangled],0.0,tangled,0.4467455621301775,0.15384615384615385,1.9201183431952662,1.0,6,0.2248497781160382,0.691358024691358,0.22
[synthetic-tangled],0.0,tangled,0.4119106699751861,0.19851116625310175,2.0719602977667493,1.0,5,0.22064633897773056,0.6510989010989011,0.24
[synthetic-tangled],0.0,tangled,0.4396551724137931,0.15804597701149425,2.0948275862068964,1.0,5,0.22023765857542238,0.6574074074074074,0.26
[synthetic-tangled],0.0,tangled,0.40102827763496146,0.15424164524421594,2.0462724935732646,1.0,4,0.24256835758055642,0.5795454545454546,0.3
[synthetic-tangled],0.0,tangled,0.4236842105263158,0.17894736842105263,2.0157894736842104,1.0,7,0.22186609733586682,0.7122507122507122,0.24
[synthetic-tangled],0.0,tangled,0.368,0.14933333333333335,2.1733333333333333,1.0,6,0.233747108716185,0.672463768115942,0.18
[synthetic-tangled],0.0,tangled,0.4558011049723757,0.17955801104972377,1.8756906077348066,1.0,6,0.23749501575717258,0.6517857142857143,0.26
[synthetic-tangled],0.0,tangled,0.42492917847025496,0.1671388101983003,2.130311614730878,1.0,5,0.21367443922834822,0.6330275229357798,0.28
[synthetic-tangled],0.0,tangled,0.49303621169916434,0.16434540389972144,1.818941504178273,1.0,6,0.23275151241999884,0.6818181818181818,0.22
[synthetic-tangled],0.0,tangled,0.44686648501362397,0.19618528610354224,2.114441416893733,1.0,5,0.24489512430479676,0.6122448979591837,0.34
[synthetic-tangled],0.0,tangled,0.4183381088825215,0.17191977077363896,2.128939828080229,1.0,6,0.21062007261727927,0.6737804878048781,0.26
[synthetic-tangled],0.0,tangled,0.37988826815642457,0.13687150837988826,2.022346368715084,1.0,4,0.2393961159003387,0.5945121951219512,0.3
[synthetic-tangled],0.0,tangled,0.5025510204081632,0.1760204081632653,1.6734693877551021,1.0,6,0.23627429458081411,0.6852367688022284,0.22
[synthetic-tangled],0.0,tangled,0.41292134831460675,0.14887640449438203,2.146067415730337,1.0,5,0.23176178890754562,0.6437125748502994,0.28
[synthetic-tangled],0.0,tangled,0.4206128133704735,0.16991643454038996,1.9944289693593316,1.0,6,0.21187838719212346,0.6843657817109144,0.2
[synthetic-tangled],0.0,tangled,0.44324324324324327,0.16216216216216217,1.9135135135135135,1.0,6,0.19958882032423583,0.6941176470588235,0.24
